id_curso,nome,descricao,valor,duracao
716, Generate One-To-One Supply-Chains, Ipsam eius porro rerum eveniet voluptas perspiciatis., 38.00, 132
717, Benchmark Real-Time E-Services, Esse minima officiis maiores iure distinctio ducimus. Pariatur nam optio assumenda., 314.00, 144
718, Innovate B2C Models, Sapiente dolore at quos. Aliquid suscipit ad sapiente eaque id iure nostrum., 35.00, 189
719, Integrate Sticky Paradigms, Dolores delectus modi quia. Iste sapiente beatae ratione. Quidem in tempore optio., 241.00, 193
720, Maximize B2C Info-Mediaries, Deserunt et quo repellendus veniam. Fugit totam libero nobis., 356.00, 179
721, Mesh Next-Generation Portals, Possimus facilis beatae optio impedit maxime alias temporibus., 171.00, 84
722, Drive Innovative Channels, Quod soluta velit magni ad. Repellendus voluptas fugiat sequi., 239.00, 191
723, Streamline B2C Niches, Sed ad accusantium explicabo unde. Voluptate unde molestiae mollitia., 436.00, 82
724, Utilize World-Class Systems, Quaerat expedita quis accusamus suscipit. Quae numquam a magnam. Quae modi possimus nihil., 277.00, 141
725, Engage Bricks-And-Clicks Convergence, Distinctio libero in. Doloribus temporibus possimus modi magni velit ducimus sapiente., 35.00, 111
726, Utilize Virtual Markets, At repellat vitae earum tenetur. Modi ipsum ad doloribus quas beatae., 401.00, 160
727, Productize Global Models, Dolorum vel possimus eius. Distinctio cumque ab sunt., 84.00, 5
728, Implement 24/365 E-Services, Vitae quasi eos earum voluptatem excepturi., 483.00, 29
729, Drive Sticky Vortals, Accusantium officiis placeat facere ex ratione omnis. Quibusdam voluptates est commodi earum., 348.00, 95
730, Incentivize Extensible Portals, Expedita quis quidem eum. Ipsa laudantium esse culpa. Odit perferendis quaerat accusamus., 250.00, 94
731, Revolutionize B2B Infrastructures, Rem itaque molestias expedita., 0.00, 89
732, Engage Interactive Users, Veniam illo aut repellendus vel., 407.00, 141
733, Extend Clicks-And-Mortar Web-Readiness, Facere vitae ut autem., 240.00, 151
734, Embrace Open-Source Supply-Chains, Quisquam tenetur iusto ad. Pariatur eligendi magni dignissimos deleniti laboriosam eveniet nemo., 32.00, 97
735, Embrace Strategic Platforms, Eum labore nisi ipsum minima. Expedita non expedita perspiciatis., 277.00, 64
736, Incentivize Out-Of-The-Box Info-Mediaries, Eos quis modi. Praesentium ab error porro voluptates., 368.00, 166
737, Transition Scalable Interfaces, Voluptatem hic iste harum ad saepe numquam. Voluptatibus nulla tenetur voluptatem eius porro natus., 238.00, 11
738, Benchmark Wireless Methodologies, Voluptatibus possimus et hic cumque. Quibusdam vel rem dicta fuga., 395.00, 70
739, Integrate Cross-Platform Bandwidth, Odit quas soluta iste ut quia provident. Neque mollitia nam voluptatem., 18.00, 76
740, Leverage Compelling Schemas, Dolorem odio excepturi laudantium., 92.00, 85
741, Whiteboard Frictionless Initiatives, Accusantium error corrupti corporis.\nOccaecati amet tempora. In distinctio ipsum id itaque fugit., 358.00, 73
742, Generate Real-Time Methodologies, Ipsam officiis hic officia inventore cumque. Cumque dolore fuga omnis ex reprehenderit vel., 87.00, 95
743, Leverage Web-Enabled Solutions, Odio id magni unde explicabo sed. Aperiam veritatis vel porro itaque., 452.00, 33
744, Benchmark Ubiquitous Convergence, Iusto voluptatem inventore., 221.00, 47
745, Engage Ubiquitous Eyeballs, Vitae molestias maxime quibusdam reiciendis architecto. Non optio earum explicabo minima soluta., 210.00, 67
746, Re-Intermediate 24/7 Initiatives, Dolorum nobis quasi. Ad eveniet consequatur incidunt nobis., 312.00, 146
747, Extend Bleeding-Edge Web Services, Id pariatur vel nesciunt. Illum expedita minima maiores. Nisi eaque saepe quam ducimus odio., 143.00, 72
748, Extend Robust Communities, Illo modi eligendi deleniti rem dolores. Magnam eveniet voluptates nulla., 56.00, 66
749, Transform Bricks-And-Clicks Communities, Quia maiores dolore incidunt totam. Sint aut esse quam. Quasi quos blanditiis tempore eum quos., 198.00, 4
750, Embrace Collaborative E-Commerce, Sapiente corrupti praesentium fugit., 242.00, 160
751, Reinvent Vertical Solutions, Voluptate vitae eligendi repudiandae. Nam unde eaque in. Ex eius vero sint est cumque., 246.00, 102
752, Re-Contextualize Web-Enabled Technologies, Unde id atque praesentium esse nostrum. Repellendus maxime fugiat culpa explicabo expedita., 492.00, 79
753, Seize Revolutionary Mindshare, Optio sed veritatis maiores. Neque voluptas dolore tempora nemo veritatis., 66.00, 77
754, Maximize Compelling Users, Culpa temporibus iure quidem. Odit porro esse laboriosam., 64.00, 45
755, Revolutionize Dynamic Technologies, Facilis officiis velit eos rerum. Iusto aspernatur numquam incidunt., 180.00, 128
756, Synergize 24/365 Solutions, Sed officiis accusamus eius repudiandae officia. Aspernatur et quisquam., 63.00, 131
757, Redefine Synergistic Models, Possimus voluptate necessitatibus iste dignissimos nobis nulla. Dicta laboriosam a alias., 265.00, 59
758, Transition Open-Source Experiences, Eum numquam in ab doloribus vero earum. Animi nostrum omnis unde quam ipsam quis., 10.00, 45
759, Architect Transparent Synergies, Sit id mollitia occaecati deleniti excepturi occaecati ipsam. Ex quis aliquid in., 477.00, 108
760, Syndicate Cross-Platform Supply-Chains, Sit ab earum. Quasi enim inventore eos. Ipsa laboriosam aut modi in veritatis iste., 127.00, 161
761, Incentivize Extensible Platforms, Nisi in eaque veritatis quam qui non dolorum., 372.00, 186
762, Reinvent Revolutionary Vortals, Suscipit cumque eius fugit nihil eos. Quasi id reprehenderit dignissimos voluptatum., 85.00, 168
763, Visualize Cross-Platform Mindshare, Qui totam hic totam., 377.00, 131
764, Implement Cross-Platform Methodologies, Debitis libero magnam. Saepe nam voluptates cumque., 282.00, 46
765, Deploy Proactive Applications, Odio animi sapiente. Laborum et nostrum perferendis doloremque., 212.00, 132
766, Extend Back-End Supply-Chains, Accusantium rem quidem blanditiis. Cupiditate repellendus aliquam ipsum quidem., 421.00, 25
767, Expedite End-To-End Roi, Eos eligendi necessitatibus optio possimus. Quaerat consectetur maiores eum dolorum doloremque., 336.00, 154
768, Incubate B2C Initiatives, Deserunt illo aspernatur ea. Quae vel asperiores fugit explicabo magnam., 319.00, 19
769, Engineer User-Centric Functionalities, Iusto consequuntur praesentium eligendi sunt deserunt accusamus., 487.00, 25
770, Strategize Granular Eyeballs, Animi animi eos nulla., 483.00, 80
771, Expedite Dot-Com Action-Items, Id neque dolorum. Ipsa voluptas culpa. Nam quia culpa dolores deleniti delectus., 480.00, 149
772, Exploit Magnetic Models, Nobis iste consequatur. Cupiditate commodi assumenda omnis qui eveniet., 282.00, 147
773, Empower Ubiquitous Users, Ea earum est harum. Tempora odio ut alias. Et architecto ipsum repudiandae modi., 451.00, 164
774, Re-Contextualize Wireless Supply-Chains, Tenetur ipsam commodi non. Eaque similique repudiandae., 148.00, 79
775, Visualize 24/7 Web-Readiness, Suscipit veritatis ex necessitatibus. Quis ad amet nobis tenetur quos., 316.00, 61
776, Exploit 24/7 Solutions, Eius quae ipsa consequatur at magnam adipisci. Neque facere perferendis voluptatum veniam., 402.00, 72
777, Envisioneer Magnetic E-Services, Non eveniet voluptatum excepturi officia., 143.00, 188
778, Re-Contextualize 24/365 Relationships, Laudantium nam in incidunt voluptate magnam. Veniam minima dolorum rerum aliquid., 273.00, 106
779, Exploit Virtual Communities, Provident corrupti dicta magni quos voluptatum. Doloremque repudiandae ea soluta magnam eum., 18.00, 143
780, Morph Ubiquitous E-Business, Explicabo soluta velit quam. Pariatur nemo porro inventore quia enim., 129.00, 11
781, Orchestrate E-Business Models, Consectetur similique porro esse quis. Sequi sunt placeat sed autem., 319.00, 100
782, Expedite Distributed Web Services, Neque nulla officiis explicabo similique. Saepe placeat tenetur pariatur rerum nihil., 186.00, 162
783, Transition Cutting-Edge Models, Sint architecto eos asperiores quaerat officia., 413.00, 16
784, Incubate Bricks-And-Clicks Roi, Maxime possimus cupiditate voluptatum aliquam. Animi qui deleniti distinctio at reprehenderit enim., 97.00, 135
785, Mesh One-To-One Web Services, Delectus at exercitationem. Nemo iste nihil veniam., 212.00, 68
786, Evolve Visionary Interfaces, Repellendus suscipit commodi praesentium., 143.00, 143
787, Whiteboard Vertical Systems, Quis aperiam adipisci iure tempore quibusdam amet. Nobis eius deserunt natus., 474.00, 37
788, Deploy Ubiquitous Relationships, Illo autem qui. Dolorem architecto nostrum accusamus libero tempore consequuntur., 67.00, 175
789, Facilitate Dynamic Solutions, Nesciunt dolorem vitae nemo. Corporis quam itaque occaecati molestiae iste., 160.00, 196
790, Deliver Extensible Technologies, Repellat qui optio sunt quam sapiente quam. Minus voluptatum commodi rerum ipsam consectetur., 416.00, 148
791, Monetize Intuitive Applications, Autem maxime laboriosam quo inventore commodi qui. Repudiandae doloribus possimus aliquid., 119.00, 187
792, Re-Contextualize E-Business Platforms, Aspernatur repellat eaque nostrum nostrum. Aperiam laudantium iste ipsam., 18.00, 38
793, Synthesize Visionary Schemas, Nobis laboriosam quam reprehenderit accusantium quisquam. Perferendis quae non nihil vitae., 30.00, 111
794, Deploy Visionary Convergence, Ratione omnis facilis officiis sint ipsam. Eum porro iusto iusto., 106.00, 66
795, Strategize Killer Deliverables, Omnis dolorum vero magnam. Ex non assumenda nostrum animi error ipsa., 484.00, 8
796, Deploy Extensible Info-Mediaries, Voluptate omnis exercitationem deleniti. Tempore officia officiis tenetur suscipit., 328.00, 42
797, Unleash Enterprise Models, Nihil ducimus blanditiis possimus corporis asperiores vitae cumque. Fugit quaerat voluptate., 122.00, 21
798, Incentivize Enterprise Infrastructures, Molestiae veniam saepe libero., 263.00, 85
799, Brand Front-End Niches, Fugit beatae natus ut ipsum commodi. Harum maiores enim magnam pariatur., 233.00, 36
800, Engage Cutting-Edge Niches, Dicta sapiente rem tenetur fugiat maxime voluptatibus. Molestiae magnam necessitatibus quisquam., 244.00, 137
801, Scale Wireless Channels, Animi fugit voluptas ipsa doloribus possimus rem., 401.00, 139
802, Deploy Interactive Roi, Porro quia quam nobis. Nihil corrupti magnam nisi., 212.00, 175
803, Deploy Visionary Roi, Dicta odit temporibus quisquam impedit rerum. Illo corporis eligendi asperiores voluptates., 333.00, 129
804, Strategize Holistic Solutions, Ullam corrupti corrupti modi. Deserunt ab sit quibusdam facere accusamus., 474.00, 15
805, Architect Web-Enabled Systems, Molestiae est delectus. Voluptatum saepe maiores., 289.00, 122
806, Harness Real-Time Channels, Iste quae corporis iusto. Modi corrupti repudiandae. Suscipit dolore fugit beatae perspiciatis., 159.00, 126
807, Whiteboard 24/7 Models, Id corporis voluptates inventore veritatis minus voluptas., 3.00, 18
808, Syndicate Visionary Web Services, Dolorem fugit exercitationem minima. Explicabo nam reiciendis nostrum tenetur saepe libero., 258.00, 70
809, Facilitate Enterprise E-Tailers, Reiciendis ex veniam ipsam. Quia rerum quos minima. Eaque non quae id nihil quisquam totam., 205.00, 150
810, Facilitate Visionary Web-Readiness, Magnam veritatis voluptatem optio atque. Quidem laborum ratione ab saepe., 268.00, 119
811, Aggregate Enterprise Supply-Chains, Enim dignissimos rerum qui. Modi distinctio facilis rerum ipsum qui occaecati., 228.00, 134
812, Leverage Viral Web Services, Aliquid reprehenderit vero deserunt. Perspiciatis quae velit autem. Modi labore nam esse., 56.00, 185
813, Utilize Sticky Convergence, Explicabo quisquam possimus iusto repellendus. Dolore porro fuga minima perferendis quam illum., 165.00, 53
814, Iterate World-Class Methodologies, Quas soluta magnam autem culpa. Harum a quam sequi., 127.00, 109
815, Facilitate Integrated Niches, Eligendi laboriosam nobis nostrum ratione voluptas., 101.00, 127
816, Engage User-Centric E-Tailers, Occaecati animi tempore illum dicta. Odio reiciendis beatae omnis consectetur., 150.00, 106
817, Engineer Ubiquitous Portals, Nemo officia repellendus ipsam. Eaque doloribus praesentium occaecati., 246.00, 68
818, Cultivate Innovative Portals, Animi rem omnis delectus accusantium. Fuga consequuntur mollitia possimus molestias et., 172.00, 146
819, Integrate World-Class Supply-Chains, Doloribus ut soluta soluta. Quia libero ullam sequi harum adipisci quasi., 24.00, 85
820, Orchestrate Open-Source Systems, Doloremque esse quidem sequi ducimus ad aliquid., 320.00, 26
821, Productize Back-End Web Services, Nemo assumenda expedita quae voluptatem consequatur. Optio recusandae quod harum facere., 302.00, 198
822, Cultivate Rich E-Markets, Saepe neque commodi exercitationem asperiores. Adipisci excepturi quae excepturi fugiat., 160.00, 182
823, Re-Intermediate 24/365 Supply-Chains, Ea ratione delectus accusantium. Eius nostrum voluptates ratione atque., 2.00, 9
824, Re-Intermediate Efficient Functionalities, Inventore maiores facilis et modi. Hic mollitia perferendis sit occaecati reprehenderit., 314.00, 90
825, Productize Mission-Critical Action-Items, Nemo ipsam deleniti explicabo nisi. Exercitationem esse explicabo sit aperiam., 28.00, 167
826, Engage Global Experiences, Consequatur mollitia cum vitae corrupti consequatur id. Quibusdam sapiente placeat quia asperiores., 201.00, 105
827, Scale Turn-Key Bandwidth, Iure autem voluptatum dolor. Atque vel est sunt id explicabo., 238.00, 56
828, Re-Contextualize Dynamic Infrastructures, Eveniet deserunt iure voluptate placeat eius. Veniam officiis minima quod quae dolorem dolorem., 176.00, 51
829, Grow Seamless E-Markets, Corporis saepe sequi ex reprehenderit. Similique repellat iure fugiat laboriosam., 255.00, 195
830, Integrate Rich Synergies, Inventore aliquam nulla optio. Eos quod repudiandae rerum harum., 174.00, 29
831, Engineer Enterprise Communities, Quisquam adipisci odit pariatur incidunt dolorum., 446.00, 74
832, Enhance Granular Synergies, Sed cum aperiam aperiam eius. Deserunt nemo labore deleniti., 148.00, 197
833, Orchestrate Viral Markets, Sit omnis repudiandae eum. Exercitationem et minima corporis error quas tempora eligendi., 330.00, 138
834, Matrix 24/365 Platforms, Numquam quibusdam quasi. Dicta facilis quidem eligendi itaque cumque adipisci., 213.00, 40
835, Exploit Value-Added Methodologies, Dignissimos minima perspiciatis. Aspernatur molestias voluptatem enim neque nihil dolorum., 366.00, 20
836, Optimize User-Centric Applications, Molestiae perferendis quis consequuntur., 106.00, 161
837, Incentivize Enterprise Infrastructures, Ipsa esse suscipit. Delectus magnam ad tenetur tempora consequatur fugit itaque., 440.00, 60
838, Empower Leading-Edge Metrics, Exercitationem animi accusamus consectetur repudiandae. Voluptas nisi reiciendis., 161.00, 163
839, Morph Front-End Relationships, Dolorem illo nobis quos aspernatur ut aperiam. Vel est aspernatur a quaerat accusantium eaque sint., 43.00, 67
840, Matrix Cross-Platform Portals, Minus numquam iste aperiam tempora. Itaque numquam rerum repellat., 397.00, 161
841, Architect Granular Supply-Chains, Deleniti vitae non fugiat. Possimus vitae corporis. Cum illo assumenda iusto aperiam., 406.00, 69
842, Productize User-Centric Communities, Porro facilis nesciunt rem illum. Perferendis architecto perspiciatis expedita accusantium unde., 187.00, 161
843, Transition Mission-Critical Paradigms, Ad unde eum quia.\nNobis animi at praesentium laudantium. Illum maxime reprehenderit., 454.00, 16
844, Iterate Magnetic Experiences, In ratione sapiente aut officia. Provident quas incidunt quia ab consequatur minus., 381.00, 50
